"HostName";"TaskName";"Next Run Time";"Status";"Logon Mode";"Last Run Time";"Last Result";"Author";"Task To Run";"Start In";"Comment";"Scheduled Task State";"Idle Time";"Power Management";"Run As User";"Delete Task If Not Rescheduled";"Stop Task If Runs X Hours and X Mins";"Schedule";"Schedule Type";"Start Time";"Start Date";"End Date";"Days";"Months";"Repeat: Every";"Repeat: Until: Time";"Repeat: Until: Duration";"Repeat: Stop If Still Running"
"VS061";"\Microsoft\Windows\CertificateServicesClient\UserTask";"N/A";"Ready";"Interactive/Background";"28-4-2014 14:07:33";"0";"Microsoft Corporation";"COM handler";"N/A";"Certificate Services Client automatically manages digital identities such as Certificates, Keys and Credentials for the users and the machine, enabling enrollment, roaming and other services.";"Enabled";"Disabled";"Stop On Battery Mode";"INTERACTIVE";"Disabled";"Disabled";"Scheduling data is not available in this format.";"When an event occurs";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A"
"VS061";"\Microsoft\Windows\CertificateServicesClient\UserTask";"N/A";"Ready";"Interactive/Background";"28-4-2014 14:07:33";"0";"Microsoft Corporation";"COM handler";"N/A";"Certificate Services Client automatically manages digital identities such as Certificates, Keys and Credentials for the users and the machine, enabling enrollment, roaming and other services.";"Enabled";"Disabled";"Stop On Battery Mode";"INTERACTIVE";"Disabled";"Disabled";"Scheduling data is not available in this format.";"At system start up";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A"
"VS061";"\Microsoft\Windows\CertificateServicesClient\UserTask";"N/A";"Ready";"Interactive/Background";"28-4-2014 14:07:33";"0";"Microsoft Corporation";"COM handler";"N/A";"Certificate Services Client automatically manages digital identities such as Certificates, Keys and Credentials for the users and the machine, enabling enrollment, roaming and other services.";"Enabled";"Disabled";"Stop On Battery Mode";"INTERACTIVE";"Disabled";"Disabled";"Scheduling data is not available in this format.";"At logon time";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A"
"VS061";"\Microsoft\Windows\CertificateServicesClient\UserTask-Roam";"N/A";"Disabled";"Interactive/Background";"N/A";"1";"Microsoft Corporation";"COM handler";"N/A";"Certificate Services Client automatically manages digital identities such as Certificates, Keys and Credentials for the users and the machine, enabling enrollment, roaming and other services.";"Disabled";"Disabled";"Stop On Battery Mode, No Start On Batteries";"INTERACTIVE";"Disabled";"Disabled";"Scheduling data is not available in this format.";"When an event occurs";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A"
"VS061";"\Microsoft\Windows\CertificateServicesClient\UserTask-Roam";"N/A";"Disabled";"Interactive/Background";"N/A";"1";"Microsoft Corporation";"COM handler";"N/A";"Certificate Services Client automatically manages digital identities such as Certificates, Keys and Credentials for the users and the machine, enabling enrollment, roaming and other services.";"Disabled";"Disabled";"Stop On Battery Mode, No Start On Batteries";"INTERACTIVE";"Disabled";"Disabled";"Scheduling data is not available in this format.";"When an event occurs";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A"
"VS061";"\Microsoft\Windows\Customer Experience Improvement Program\Consolidator";"29-4-2014 17:00:00";"Ready";"Interactive/Background";"28-4-2014 23:00:01";"-2147479295";"Microsoft Corporation";"%SystemRoot%\System32\wsqmcons.exe ";"N/A";"If the user has consented to participate in the Windows Customer Experience Improvement Program, this job collects and sends usage data to Microsoft.";"Enabled";"Disabled";"";"SYSTEM";"Disabled";"72:00:00";"Scheduling data is not available in this format.";"One Time Only, Hourly ";"00:00:00";"2-1-2004";"N/A";"N/A";"N/A";"19 Hour(s), 0 Minute(s)";"None";"Disabled";"Disabled"
"VS061";"\Microsoft\Windows\Customer Experience Improvement Program\KernelCeipTask";"1-5-2014 03:30:00";"Ready";"Interactive/Background";"24-4-2014 03:30:00";"0";"Microsoft Corporation";"COM handler";"N/A";"The Kernel CEIP (Customer Experience Improvement Program) task collects additional information about the system and sends this data to Microsoft.  If the user has not consented to participate in Windows CEIP, this task does nothing.";"Enabled";"Only Start If Idle for 3 minutes, If Not Idle Retry For 1020 minutes";"No Start On Batteries";"LOCAL SERVICE";"Disabled";"72:00:00";"Scheduling data is not available in this format.";"Weekly";"03:30:00";"1-9-2008";"N/A";"THU";"Every 1 week(s)";"Disabled";"Disabled";"Disabled";"Disabled"
"VS061";"\Microsoft\Windows\Customer Experience Improvement Program\UsbCeip";"30-4-2014 01:30:00";"Ready";"Interactive/Background";"27-4-2014 01:30:00";"0";"Microsoft Corporation";"COM handler";"N/A";"The USB CEIP (Customer Experience Improvement Program) task collects Universal Serial Bus related statistics and information about your machine and sends it to the Windows Device Connectivity engineering group at Microsoft.  The information received is ";"Enabled";"Disabled";"Stop On Battery Mode, No Start On Batteries";"LOCAL SERVICE";"Disabled";"72:00:00";"Scheduling data is not available in this format.";"Daily ";"01:30:00";"25-4-2008";"N/A";"Every 3 day(s)";"N/A";"Disabled";"Disabled";"Disabled";"Disabled"
"VS061";"\Microsoft\Windows\Customer Experience Improvement Program\Server\ServerCeipAssistant";"30-4-2014 04:38:12";"Ready";"Interactive/Background";"28-4-2014 13:52:56";"-2133393396";"Microsoft Corporation";"%windir%\system32\ceipdata.exe ";"N/A";"This task is part of the Windows Server Customer Experience Improvement Program.  Please do not manually delete this task.  Please see http://go.microsoft.com/fwlink/?linkid=52095 for more information.";"Enabled";"Disabled";"Stop On Battery Mode, No Start On Batteries";"SYSTEM";"Disabled";"01:00:00";"Scheduling data is not available in this format.";"One Time Only, Hourly ";"04:35:48";"30-4-2014";"N/A";"N/A";"N/A";"6 Hour(s), 0 Minute(s)";"None";"Disabled";"Disabled"
"VS061";"\Microsoft\Windows\Customer Experience Improvement Program\Server\ServerRoleCollector";"1-5-2014 01:10:05";"Ready";"Interactive/Background";"24-4-2014 00:32:28";"0";"Microsoft Corporation";"%windir%\system32\ceiprole.exe ";"N/A";"This task is part of the Windows Server Customer Experience Improvement Program.  Please do not manually delete this task.  Please see http://go.microsoft.com/fwlink/?linkid=52095 for more information.";"Enabled";"Disabled";"Stop On Battery Mode, No Start On Batteries";"SYSTEM";"Disabled";"72:00:00";"Scheduling data is not available in this format.";"Daily ";"00:30:00";"1-1-2004";"N/A";"Every 7 day(s)";"N/A";"Disabled";"Disabled";"Disabled";"Disabled"
"VS061";"\Microsoft\Windows\Customer Experience Improvement Program\Server\ServerRoleUsageCollector";"29-4-2014 21:08:15";"Ready";"Interactive/Background";"28-4-2014 00:32:47";"-2133393396";"Microsoft Corporation";"%windir%\system32\ceipdata.exe -roleusage";"N/A";"This task is part of the Windows Server Customer Experience Improvement Program.  Please do not manually delete this task.  Please see http://go.microsoft.com/fwlink/?linkid=52095 for more information.";"Enabled";"Disabled";"Stop On Battery Mode, No Start On Batteries";"SYSTEM";"Disabled";"01:00:00";"Scheduling data is not available in this format.";"One Time Only, Hourly ";"13:14:08";"29-4-2014";"N/A";"N/A";"N/A";"12 Hour(s), 0 Minute(s)";"None";"Disabled";"Disabled"
"VS061";"\Microsoft\Windows\Defrag\ScheduledDefrag";"30-4-2014 02:00:44";"Ready";"Interactive/Background";"N/A";"1";"Microsoft Corporation";"%windir%\system32\defrag.exe -c";"N/A";"This task defragments the computers hard disk drives.";"Enabled";"Only Start If Idle for 3 minutes, If Not Idle Retry For 10080 minutes Stop the task if Idle State end";"Stop On Battery Mode, No Start On Batteries";"SYSTEM";"Disabled";"72:00:00";"Scheduling data is not available in this format.";"Weekly";"01:00:00";"1-1-2005";"N/A";"WED";"Every 1 week(s)";"Disabled";"Disabled";"Disabled";"Disabled"
"VS061";"\Microsoft\Windows\MemoryDiagnostic\CorruptionDetector";"N/A";"Ready";"Interactive/Background";"N/A";"1";"Microsoft Corporation";"COM handler";"N/A";"Task for launching the Memory Diagnostic";"Enabled";"Disabled";"";"Users";"Disabled";"72:00:00";"Scheduling data is not available in this format.";"When an event occurs";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A"
"VS061";"\Microsoft\Windows\MemoryDiagnostic\DecompressionFailureDetector";"N/A";"Ready";"Interactive/Background";"N/A";"1";"Microsoft Corporation";"COM handler";"N/A";"Task for launching the Memory Diagnostic";"Enabled";"Disabled";"";"Users";"Disabled";"72:00:00";"Scheduling data is not available in this format.";"When an event occurs";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A"
"VS061";"\Microsoft\Windows\MUI\LPRemove";"N/A";"Ready";"Interactive/Background";"27-4-2014 08:08:59";"0";"Microsoft Corporation";"%windir%\system32\lpremove.exe ";"N/A";"Launch language cleanup tool";"Enabled";"Only Start If Idle for 10 minutes, If Not Idle Retry For 10 minutes Stop the task if Idle State end";"No Start On Batteries";"SYSTEM";"Disabled";"09:00:00";"Scheduling data is not available in this format.";"At system start up";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A"
"VS061";"\Microsoft\Windows\Multimedia\SystemSoundsService";"N/A";"Disabled";"Interactive/Background";"N/A";"1";"N/A";"COM handler";"N/A";"System Sounds User Mode Agent";"Disabled";"Disabled";"";"Users";"Disabled";"Disabled";"Scheduling data is not available in this format.";"At logon time";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A"
"VS061";"\Microsoft\Windows\NetTrace\GatherNetworkInfo";"N/A";"Ready";"Interactive/Background";"N/A";"1";"Microsoft";"%windir%\system32\gatherNetworkInfo.vbs ";"$(Arg1)";"Network information collector";"Enabled";"Disabled";"Stop On Battery Mode";"Users";"Disabled";"72:00:00";"Scheduling data is not available in this format.";"On demand only";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A"
"VS061";"\Microsoft\Windows\Power Efficiency Diagnostics\AnalyzeSystem";"13-5-2014 09:25:54";"Ready";"Interactive/Background";"15-4-2014 09:25:19";"0";"Microsoft Corporation";"%SystemRoot%\System32\powercfg.exe -energy -auto";"N/A";"This job analyzes the system looking for conditions that may cause high energy use.";"Enabled";"Only Start If Idle for 5 minutes, If Not Idle Retry For 120 minutes";"";"SYSTEM";"Disabled";"00:05:00";"Scheduling data is not available in this format.";"Daily ";"06:00:00";"1-1-2008";"N/A";"Every 14 day(s)";"N/A";"Disabled";"Disabled";"Disabled";"Disabled"
"VS061";"\Microsoft\Windows\RAC\RacTask";"29-4-2014 08:13:26";"Ready";"Interactive/Background";"N/A";"1";"Microsoft Corporation";"COM handler";"N/A";"Microsoft Reliability Analysis task to process system reliability data.";"Enabled";"Disabled";"";"LOCAL SERVICE";"Disabled";"Disabled";"Scheduling data is not available in this format.";"When an event occurs";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A"
"VS061";"\Microsoft\Windows\RAC\RacTask";"29-4-2014 08:03:33";"Ready";"Interactive/Background";"N/A";"1";"Microsoft Corporation";"COM handler";"N/A";"Microsoft Reliability Analysis task to process system reliability data.";"Enabled";"Disabled";"";"LOCAL SERVICE";"Disabled";"Disabled";"Scheduling data is not available in this format.";"One Time Only, Hourly ";"00:00:00";"31-3-2008";"N/A";"N/A";"N/A";"1 Hour(s), 0 Minute(s)";"None";"Disabled";"Disabled"
"VS061";"\Microsoft\Windows\Ras\MobilityManager";"N/A";"Ready";"Interactive/Background";"N/A";"1";"Microsoft Corporation";"COM handler";"N/A";"Provides support for the switching of mobility enabled VPN connections if their underlying interface goes down.";"Enabled";"Disabled";"";"LOCAL SERVICE";"Disabled";"72:00:00";"Scheduling data is not available in this format.";"When an event occurs";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A"
"VS061";"\Microsoft\Windows\Registry\RegIdleBackup";"9-5-2014 00:58:20";"Ready";"Interactive/Background";"29-4-2014 00:36:55";"0";"Microsoft Corporation";"COM handler";"N/A";"Registry Idle Backup Task";"Enabled";"Only Start If Idle for 3 minutes, If Not Idle Retry For 1380 minutes Stop the task if Idle State end";"";"SYSTEM";"Disabled";"Disabled";"Scheduling data is not available in this format.";"Daily ";"00:00:00";"1-1-2008";"N/A";"Every 10 day(s)";"N/A";"Disabled";"Disabled";"Disabled";"Disabled"
"VS061";"\Microsoft\Windows\Server Manager\ServerManager";"N/A";"Ready";"Interactive/Background";"28-4-2014 14:07:31";"0";"Microsoft Corporation";"%windir%\system32\ServerManagerLauncher.exe ";"N/A";"Task for launching Initial Configuration Tasks or Server Manager at logon.";"Enabled";"Disabled";"Stop On Battery Mode";"Administrators";"Disabled";"Disabled";"Scheduling data is not available in this format.";"At logon time";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A"
"VS061";"\Microsoft\Windows\SoftwareProtectionPlatform\SvcRestartTask";"29-4-2014 15:42:52";"Ready";"Interactive/Background";"22-4-2014 15:38:40";"0";"Microsoft Corporation";"sc.exe start sppsvc";"N/A";"This task restarts the Software Protection Platform service at the specified time";"Enabled";"Disabled";"";"NETWORK SERVICE";"Disabled";"Disabled";"Scheduling data is not available in this format.";"Daily ";"13:42:52";"29-4-2014";"N/A";"Every 1 day(s)";"N/A";"Disabled";"Disabled";"Disabled";"Disabled"
"VS061";"\Microsoft\Windows\Task Manager\Interactive";"N/A";"Ready";"Interactive/Background";"N/A";"1";"Microsoft Corporation";"COM handler";"N/A";"Runs a task as the interactive user.";"Enabled";"Disabled";"";"INTERACTIVE";"Disabled";"Disabled";"Scheduling data is not available in this format.";"On demand only";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A"
"VS061";"\Microsoft\Windows\Tcpip\IpAddressConflict1";"N/A";"Ready";"Interactive/Background";"N/A";"1";"Microsoft Corporation";"%windir%\system32\rundll32.exe ndfapi.dll,NdfRunDllDuplicateIPOffendingSystem";"N/A";"This event is triggered when an IP address conflict is detected.";"Enabled";"Disabled";"Stop On Battery Mode, No Start On Batteries";"Users";"Disabled";"72:00:00";"Scheduling data is not available in this format.";"When an event occurs";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A"
"VS061";"\Microsoft\Windows\Tcpip\IpAddressConflict2";"N/A";"Ready";"Interactive/Background";"N/A";"1";"Microsoft Corporation";"%windir%\system32\rundll32.exe ndfapi.dll,NdfRunDllDuplicateIPDefendingSystem";"N/A";"This event is triggered when an IP address conflict is detected.";"Enabled";"Disabled";"Stop On Battery Mode, No Start On Batteries";"Users";"Disabled";"72:00:00";"Scheduling data is not available in this format.";"When an event occurs";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A"
"VS061";"\Microsoft\Windows\TextServicesFramework\MsCtfMonitor";"N/A";"Ready";"Interactive/Background";"28-4-2014 14:07:31";"0";"N/A";"COM handler";"N/A";"TextServicesFramework monitor task";"Enabled";"Disabled";"";"Users";"Disabled";"Disabled";"Scheduling data is not available in this format.";"At logon time";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A"
"VS061";"\Microsoft\Windows\Time Synchronization\SynchronizeTime";"4-5-2014 01:00:00";"Ready";"Interactive/Background";"27-4-2014 07:52:57";"1056";"Microsoft Corporation";"%windir%\system32\sc.exe start w32time task_started";"N/A";"Maintains date and time synchronization on all clients and servers in the network. If this service is stopped, date and time synchronization will be unavailable. If this service is disabled, any services that explicitly depend on it will fail to start.";"Enabled";"Disabled";"Stop On Battery Mode";"LOCAL SERVICE";"Disabled";"72:00:00";"Scheduling data is not available in this format.";"Weekly";"01:00:00";"1-1-2005";"N/A";"SUN";"Every 1 week(s)";"Disabled";"Disabled";"Disabled";"Disabled"
"VS061";"\Microsoft\Windows\UPnP\UPnPHostConfig";"N/A";"Ready";"Interactive/Background";"N/A";"1";"Microsoft";"sc.exe config upnphost start= auto";"N/A";"Set UPnPHost service to Auto-Start";"Enabled";"Disabled";"Stop On Battery Mode, No Start On Batteries";"SYSTEM";"Disabled";"72:00:00";"Scheduling data is not available in this format.";"On demand only";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A"
"VS061";"\Microsoft\Windows\User Profile Service\HiveUploadTask";"N/A";"Disabled";"Interactive/Background";"N/A";"1";"Microsoft Corporation";"COM handler";"N/A";"This task will automatically upload a roaming user profile's registry hive to its network location.";"Disabled";"Only Start If Idle for 10 minutes, If Not Idle Retry For 120 minutes";"Stop On Battery Mode";"SYSTEM";"Disabled";"72:00:00";"Scheduling data is not available in this format.";"One Time Only, Hourly ";"00:00:00";"28-8-2007";"N/A";"N/A";"N/A";"12 Hour(s), 0 Minute(s)";"None";"Disabled";"Disabled"
"VS061";"\Microsoft\Windows\WDI\ResolutionHost";"N/A";"Ready";"Interactive/Background";"N/A";"1";"Microsoft Corporation";"COM handler";"N/A";"The Windows Diagnostic Infrastructure Resolution host enables interactive resolutions for system problems detected by the Diagnostic Policy Service. It is triggered when necessary by the Diagnostic Policy Service in the appropriate user session. If the ";"Enabled";"Disabled";"";"INTERACTIVE";"Disabled";"Disabled";"Scheduling data is not available in this format.";"On demand only";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A"
"VS061";"\Microsoft\Windows\Windows Error Reporting\QueueReporting";"N/A";"Ready";"Interactive/Background";"28-4-2014 11:38:50";"0";"Microsoft Corporation";"%windir%\system32\wermgr.exe -queuereporting";"N/A";"Windows Error Reporting task to process queued reports.";"Enabled";"Disabled";"";"Users";"Disabled";"72:00:00";"Scheduling data is not available in this format.";"At logon time";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A"
"VS061";"\Microsoft\Windows\Windows Filtering Platform\BfeOnServiceStartTypeChange";"N/A";"Ready";"Interactive/Background";"N/A";"1";"Microsoft Corporation";"%windir%\system32\rundll32.exe bfe.dll,BfeOnServiceStartTypeChange";"N/A";"This task adjusts the start type for firewall-triggered services when the start type of the Base Filtering Engine (BFE) is disabled.";"Enabled";"Disabled";"";"SYSTEM";"Disabled";"72:00:00";"Scheduling data is not available in this format.";"When an event occurs";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A"
